,FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,ACTUALSYI,NAVTYPE,SDATE,DTYPE,FHSP
1197,2020-09-16,1.0344,1.1654,0.05,开放申购,开放赎回,,,,1,,,
1198,2020-09-15,1.0339,1.1649,0.03,开放申购,开放赎回,,,,1,,,
1199,2020-09-14,1.0336,1.1646,0.02,开放申购,开放赎回,,,,1,,,
1200,2020-09-11,1.0334,1.1644,0.01,开放申购,开放赎回,,,,1,,,
1201,2020-09-10,1.0333,1.1643,0.04,开放申购,开放赎回,,,,1,,,
1202,2020-09-09,1.0329,1.1639,0.01,开放申购,开放赎回,,,,1,,,
1203,2020-09-08,1.0328,1.1638,0.00,开放申购,开放赎回,,,,1,,,
1204,2020-09-07,1.0328,1.1638,-0.01,开放申购,开放赎回,,,,1,,,
1205,2020-09-04,1.0329,1.1639,0.00,开放申购,开放赎回,,,,1,,,
1206,2020-09-03,1.0329,1.1639,-0.03,开放申购,开放赎回,,,,1,,,
1207,2020-09-02,1.0332,1.1642,-0.02,开放申购,开放赎回,,,,1,,,
1208,2020-09-01,1.0334,1.1644,0.01,开放申购,开放赎回,,,,1,,,
1209,2020-08-31,1.0333,1.1643,0.00,开放申购,开放赎回,,,,1,,,
1210,2020-08-28,1.0333,1.1643,-0.04,开放申购,开放赎回,,,,1,,,
1211,2020-08-27,1.0337,1.1647,-0.05,开放申购,开放赎回,,,,1,,,
1212,2020-08-26,1.0342,1.1652,-0.06,开放申购,开放赎回,,,,1,,,
1213,2020-08-25,1.0348,1.1658,-0.07,开放申购,开放赎回,,,,1,,,
1214,2020-08-24,1.0355,1.1665,-0.01,开放申购,开放赎回,,,,1,,,
1215,2020-08-21,1.0356,1.1666,-0.02,开放申购,开放赎回,,,,1,,,
1216,2020-08-20,1.0358,1.1668,-0.02,开放申购,开放赎回,,,,1,,,
1217,2020-08-19,1.0360,1.1670,0.00,开放申购,开放赎回,,,,1,,,
1218,2020-08-18,1.0360,1.1670,0.02,开放申购,开放赎回,,,,1,,,
1219,2020-08-17,1.0358,1.1668,0.08,开放申购,开放赎回,,,,1,,,
1220,2020-08-14,1.0350,1.1660,0.04,开放申购,开放赎回,,,,1,,,
1221,2020-08-13,1.0346,1.1656,0.03,开放申购,开放赎回,,,,1,,,
1222,2020-08-12,1.0343,1.1653,0.01,开放申购,开放赎回,,,,1,,,
1223,2020-08-11,1.0342,1.1652,0.01,开放申购,开放赎回,,,,1,,,
1224,2020-08-10,1.0341,1.1651,0.03,开放申购,开放赎回,,,,1,,,
1225,2020-08-07,1.0338,1.1648,-0.01,开放申购,开放赎回,,,,1,,,
1226,2020-08-06,1.0339,1.1649,0.05,开放申购,开放赎回,,,,1,,,
1227,2020-08-05,1.0334,1.1644,0.00,开放申购,开放赎回,,,,1,,,
1228,2020-08-04,1.0334,1.1644,0.00,开放申购,开放赎回,,,,1,,,
1229,2020-08-03,1.0334,1.1644,-0.03,开放申购,开放赎回,,,,1,,,
1230,2020-07-31,1.0337,1.1647,-0.04,开放申购,开放赎回,,,,1,,,
1231,2020-07-30,1.0341,1.1651,-0.02,开放申购,开放赎回,,,,1,,,
1232,2020-07-29,1.0343,1.1653,-0.06,开放申购,开放赎回,,,,1,,,
1233,2020-07-28,1.0349,1.1659,-0.02,开放申购,开放赎回,,,,1,,,
1234,2020-07-27,1.0351,1.1661,0.06,开放申购,开放赎回,,,,1,,,
1235,2020-07-24,1.0345,1.1655,0.09,开放申购,开放赎回,,,,1,,,
1236,2020-07-23,1.0336,1.1646,0.03,开放申购,开放赎回,,,,1,,,
1237,2020-07-22,1.0333,1.1643,0.09,开放申购,开放赎回,,,,1,,,
1238,2020-07-21,1.0324,1.1634,0.12,开放申购,开放赎回,,,,1,,,
1239,2020-07-20,1.0312,1.1622,0.08,开放申购,开放赎回,,,,1,,,
1240,2020-07-17,1.0304,1.1614,0.06,开放申购,开放赎回,,,,1,,,
1241,2020-07-16,1.0298,1.1608,0.09,开放申购,开放赎回,,,,1,,,
1242,2020-07-15,1.0289,1.1599,0.01,开放申购,开放赎回,,,,1,,,
1243,2020-07-14,1.0288,1.1598,-0.05,开放申购,开放赎回,,,,1,,,
1244,2020-07-13,1.0293,1.1603,-0.13,开放申购,开放赎回,,,,1,,,
1245,2020-07-10,1.0306,1.1616,-0.13,开放申购,开放赎回,,,,1,,,
1246,2020-07-09,1.0319,1.1629,-0.19,开放申购,开放赎回,,,,1,,,
1247,2020-07-08,1.0339,1.1649,-0.07,开放申购,开放赎回,,,,1,,,
1248,2020-07-07,1.0346,1.1656,-0.15,开放申购,开放赎回,,,,1,,,
1249,2020-07-06,1.0362,1.1672,-0.14,开放申购,开放赎回,,,,1,,,
1250,2020-07-03,1.0377,1.1687,0.01,开放申购,开放赎回,,,,1,,,
1251,2020-07-02,1.0376,1.1686,0.02,开放申购,开放赎回,,,,1,,,
1252,2020-07-01,1.0374,1.1684,0.04,开放申购,开放赎回,,,,1,,,
1253,2020-06-30,1.0370,1.1680,0.02,开放申购,开放赎回,,,,1,,,
1254,2020-06-29,1.0368,1.1678,0.09,开放申购,开放赎回,,,,1,,,
1255,2020-06-24,1.0359,1.1669,0.00,开放申购,开放赎回,,,,1,,,
1256,2020-06-23,1.0359,1.1669,-0.14,开放申购,开放赎回,,,,1,,,
1257,2020-06-22,1.0373,1.1683,-0.05,开放申购,开放赎回,,,,1,,,
1258,2020-06-19,1.0378,1.1688,-0.03,开放申购,开放赎回,,,,1,,,
1259,2020-06-18,1.0381,1.1691,0.01,开放申购,开放赎回,,,,1,,,
1260,2020-06-17,1.0380,1.1690,-0.03,开放申购,开放赎回,,,,1,,,
1261,2020-06-16,1.0383,1.1693,-0.04,开放申购,开放赎回,,,,1,,,
1262,2020-06-15,1.0387,1.1697,0.09,开放申购,开放赎回,,,,1,,,
1263,2020-06-12,1.0378,1.1688,0.11,开放申购,开放赎回,,,,1,,,
1264,2020-06-11,1.0367,1.1677,0.03,开放申购,开放赎回,,,,1,,,
1265,2020-06-10,1.0364,1.1674,0.04,开放申购,开放赎回,,,,1,,,
1266,2020-06-09,1.0360,1.1670,0.05,开放申购,开放赎回,,,,1,,,
1267,2020-06-08,1.0355,1.1665,-0.06,开放申购,开放赎回,,,,1,,,
1268,2020-06-05,1.0361,1.1671,-0.24,开放申购,开放赎回,,,,1,,,
1269,2020-06-04,1.0386,1.1696,-0.11,开放申购,开放赎回,,,,1,,,
1270,2020-06-03,1.0397,1.1707,-0.28,开放申购,开放赎回,,,,1,,,
1271,2020-06-02,1.0426,1.1736,-0.24,开放申购,开放赎回,,,,1,,,
1272,2020-06-01,1.0451,1.1761,-0.01,开放申购,开放赎回,,,,1,,,
1273,2020-05-29,1.0452,1.1762,-0.02,开放申购,开放赎回,,,,1,,,
1274,2020-05-28,1.0454,1.1764,-0.05,开放申购,开放赎回,,,,1,,,
1275,2020-05-27,1.0459,1.1769,-0.07,开放申购,开放赎回,,,,1,,,
1276,2020-05-26,1.0466,1.1776,-0.09,开放申购,开放赎回,,,,1,,,
1277,2020-05-25,1.0475,1.1785,0.01,开放申购,开放赎回,,,,1,,,
1278,2020-05-22,1.0474,1.1784,0.07,开放申购,开放赎回,,,,1,,,
1279,2020-05-21,1.0467,1.1777,0.02,开放申购,开放赎回,,,,1,,,
1280,2020-05-20,1.0465,1.1775,-0.02,开放申购,开放赎回,,,,1,,,
1281,2020-05-19,1.0467,1.1777,-0.05,开放申购,开放赎回,,,,1,,,
1282,2020-05-18,1.0472,1.1782,0.01,开放申购,开放赎回,,,,1,,,
1283,2020-05-15,1.0471,1.1781,0.02,开放申购,开放赎回,,,,1,,,
1284,2020-05-14,1.0469,1.1779,0.01,开放申购,开放赎回,,,,1,,,
1285,2020-05-13,1.0468,1.1778,0.02,开放申购,开放赎回,,,,1,,,
1286,2020-05-12,1.0466,1.1776,-0.07,开放申购,开放赎回,,,,1,,,
1287,2020-05-11,1.0473,1.1783,-0.12,开放申购,开放赎回,,,,1,,,
1288,2020-05-08,1.0486,1.1796,-0.09,开放申购,开放赎回,,,,1,,,
1289,2020-05-07,1.0495,1.1805,-0.10,开放申购,开放赎回,,,,1,,,
1290,2020-05-06,1.0506,1.1816,0.03,开放申购,开放赎回,,,,1,,,
1291,2020-04-30,1.0503,1.1813,0.04,开放申购,开放赎回,,,,1,,,
1292,2020-04-29,1.0499,1.1809,0.01,开放申购,开放赎回,,,,1,,,
1293,2020-04-28,1.0498,1.1808,0.01,开放申购,开放赎回,,,,1,,,
1294,2020-04-27,1.0497,1.1807,0.06,开放申购,开放赎回,,,,1,,,
1295,2020-04-24,1.0491,1.1801,0.06,开放申购,开放赎回,,,,1,,,
1296,2020-04-23,1.0485,1.1795,0.11,开放申购,开放赎回,,,,1,,,
1297,2020-04-22,1.0473,1.1783,0.05,开放申购,开放赎回,,,,1,,,
1298,2020-04-21,1.0468,1.1778,0.03,开放申购,开放赎回,,,,1,,,
1299,2020-04-20,1.0465,1.1775,0.04,开放申购,开放赎回,,,,1,,,
1300,2020-04-17,1.0461,1.1771,0.07,开放申购,开放赎回,,,,1,,,
1301,2020-04-16,1.0454,1.1764,0.11,开放申购,开放赎回,,,,1,,,
1302,2020-04-15,1.0443,1.1753,0.03,开放申购,开放赎回,,,,1,,,
1303,2020-04-14,1.0440,1.1750,0.02,开放申购,开放赎回,,,,1,,,
1304,2020-04-13,1.0438,1.1748,0.02,开放申购,开放赎回,,,,1,,,
1305,2020-04-10,1.0436,1.1746,0.00,开放申购,开放赎回,,,,1,,,
1306,2020-04-09,1.0436,1.1746,0.12,开放申购,开放赎回,,,,1,,,
1307,2020-04-08,1.0423,1.1733,0.21,开放申购,开放赎回,,,,1,,,
1308,2020-04-07,1.0401,1.1711,0.42,开放申购,开放赎回,,,,1,,,
1309,2020-04-03,1.0357,1.1667,0.06,开放申购,开放赎回,,,,1,,,
1310,2020-04-02,1.0351,1.1661,0.10,开放申购,开放赎回,,,,1,,,
1311,2020-04-01,1.0341,1.1651,0.10,开放申购,开放赎回,,,,1,,,
1312,2020-03-31,1.0331,1.1641,0.04,开放申购,开放赎回,,,,1,,,
1313,2020-03-30,1.0327,1.1637,0.00,开放申购,开放赎回,,,,1,,,
1314,2020-03-27,1.0327,1.1637,0.04,开放申购,开放赎回,,,,1,,,
1315,2020-03-26,1.0323,1.1633,0.04,开放申购,开放赎回,,,,1,,,
1316,2020-03-25,1.0319,1.1629,0.04,开放申购,开放赎回,,,,1,,,
1317,2020-03-24,1.0315,1.1625,0.11,开放申购,开放赎回,,,,1,,,
1318,2020-03-23,1.0304,1.1614,0.09,开放申购,开放赎回,,,,1,,,
1319,2020-03-20,1.0295,1.1605,0.06,限制大额申购,开放赎回,0.009,0,,1,,,每份派现金0.0090元
1320,2020-03-19,1.0379,1.1599,-0.02,限制大额申购,开放赎回,,,,1,,,
1321,2020-03-18,1.0381,1.1601,0.06,限制大额申购,开放赎回,,,,1,,,
1322,2020-03-17,1.0375,1.1595,-0.08,限制大额申购,开放赎回,,,,1,,,
1323,2020-03-16,1.0383,1.1603,-0.03,限制大额申购,开放赎回,,,,1,,,
1324,2020-03-13,1.0386,1.1606,-0.13,开放申购,开放赎回,,,,1,,,
1325,2020-03-12,1.0399,1.1619,-0.03,开放申购,开放赎回,,,,1,,,
1326,2020-03-11,1.0402,1.1622,-0.05,开放申购,开放赎回,,,,1,,,
1327,2020-03-10,1.0407,1.1627,-0.05,开放申购,开放赎回,,,,1,,,
1328,2020-03-09,1.0412,1.1632,0.20,开放申购,开放赎回,,,,1,,,
1329,2020-03-06,1.0391,1.1611,0.07,开放申购,开放赎回,,,,1,,,
1330,2020-03-05,1.0384,1.1604,0.04,开放申购,开放赎回,,,,1,,,
1331,2020-03-04,1.0380,1.1600,0.08,开放申购,开放赎回,,,,1,,,
1332,2020-03-03,1.0372,1.1592,0.02,开放申购,开放赎回,,,,1,,,
1333,2020-03-02,1.0370,1.1590,0.07,开放申购,开放赎回,,,,1,,,
1334,2020-02-28,1.0363,1.1583,0.04,开放申购,开放赎回,,,,1,,,
1335,2020-02-27,1.0359,1.1579,0.06,开放申购,开放赎回,,,,1,,,
1336,2020-02-26,1.0353,1.1573,0.06,开放申购,开放赎回,,,,1,,,
1337,2020-02-25,1.0347,1.1567,0.03,开放申购,开放赎回,,,,1,,,
1338,2020-02-24,1.0344,1.1564,0.04,开放申购,开放赎回,,,,1,,,
1339,2020-02-21,1.0340,1.1560,0.03,开放申购,开放赎回,,,,1,,,
1340,2020-02-20,1.0337,1.1557,0.03,开放申购,开放赎回,,,,1,,,
1341,2020-02-19,1.0334,1.1554,0.04,开放申购,开放赎回,,,,1,,,
1342,2020-02-18,1.0330,1.1550,0.03,开放申购,开放赎回,,,,1,,,
1343,2020-02-17,1.0327,1.1547,0.07,开放申购,开放赎回,,,,1,,,
1344,2020-02-14,1.0320,1.1540,0.05,开放申购,开放赎回,,,,1,,,
1345,2020-02-13,1.0315,1.1535,0.05,开放申购,开放赎回,,,,1,,,
1346,2020-02-12,1.0310,1.1530,0.07,开放申购,开放赎回,,,,1,,,
1347,2020-02-11,1.0303,1.1523,0.07,开放申购,开放赎回,,,,1,,,
1348,2020-02-10,1.0296,1.1516,0.10,开放申购,开放赎回,,,,1,,,
1349,2020-02-07,1.0286,1.1506,0.03,开放申购,开放赎回,,,,1,,,
1350,2020-02-06,1.0283,1.1503,-0.01,开放申购,开放赎回,,,,1,,,
1351,2020-02-05,1.0284,1.1504,0.03,开放申购,开放赎回,,,,1,,,
1352,2020-02-04,1.0281,1.1501,-0.01,开放申购,开放赎回,,,,1,,,
1353,2020-02-03,1.0282,1.1502,0.47,开放申购,开放赎回,,,,1,,,
1354,2020-01-23,1.0234,1.1454,0.03,开放申购,开放赎回,,,,1,,,
1355,2020-01-22,1.0231,1.1451,0.02,开放申购,开放赎回,,,,1,,,
1356,2020-01-21,1.0229,1.1449,0.05,开放申购,开放赎回,,,,1,,,
1357,2020-01-20,1.0224,1.1444,0.03,开放申购,开放赎回,,,,1,,,
1358,2020-01-17,1.0221,1.1441,-0.01,开放申购,开放赎回,,,,1,,,
1359,2020-01-16,1.0222,1.1442,0.01,开放申购,开放赎回,,,,1,,,
1360,2020-01-15,1.0221,1.1441,0.01,开放申购,开放赎回,,,,1,,,
1361,2020-01-14,1.0220,1.1440,0.02,开放申购,开放赎回,,,,1,,,
1362,2020-01-13,1.0218,1.1438,0.07,开放申购,开放赎回,,,,1,,,
1363,2020-01-10,1.0211,1.1431,0.05,开放申购,开放赎回,,,,1,,,
1364,2020-01-09,1.0206,1.1426,0.05,开放申购,开放赎回,,,,1,,,
1365,2020-01-08,1.0201,1.1421,0.03,开放申购,开放赎回,,,,1,,,
1366,2020-01-07,1.0198,1.1418,0.01,开放申购,开放赎回,,,,1,,,
1367,2020-01-06,1.0197,1.1417,0.08,开放申购,开放赎回,,,,1,,,
1368,2020-01-03,1.0189,1.1409,0.05,开放申购,开放赎回,,,,1,,,
1369,2020-01-02,1.0184,1.1404,0.05,开放申购,开放赎回,,,,1,,,
1370,2019-12-31,1.0179,1.1399,-0.01,开放申购,开放赎回,,,,1,,,
1371,2019-12-30,1.0180,1.1400,0.03,开放申购,开放赎回,,,,1,,,
1372,2019-12-27,1.0177,1.1397,0.05,开放申购,开放赎回,,,,1,,,
1373,2019-12-26,1.0172,1.1392,0.04,开放申购,开放赎回,,,,1,,,
1374,2019-12-25,1.0168,1.1388,0.03,开放申购,开放赎回,,,,1,,,
1375,2019-12-24,1.0165,1.1385,0.08,开放申购,开放赎回,,,,1,,,
1376,2019-12-23,1.0157,1.1377,0.03,开放申购,开放赎回,,,,1,,,
1377,2019-12-20,1.0154,1.1374,0.01,开放申购,开放赎回,,,,1,,,
1378,2019-12-19,1.0153,1.1373,0.03,限制大额申购,开放赎回,0.012,0,,1,,,每份派现金0.0120元
1379,2019-12-18,1.0270,1.1370,0.00,限制大额申购,开放赎回,,,,1,,,
1380,2019-12-17,1.0270,1.1370,0.00,限制大额申购,开放赎回,,,,1,,,
1381,2019-12-16,1.0270,1.1370,0.02,限制大额申购,开放赎回,,,,1,,,
1382,2019-12-13,1.0268,1.1368,0.02,限制大额申购,开放赎回,,,,1,,,
1383,2019-12-12,1.0266,1.1366,0.02,开放申购,开放赎回,,,,1,,,
1384,2019-12-11,1.0264,1.1364,0.02,开放申购,开放赎回,,,,1,,,
1385,2019-12-10,1.0262,1.1362,0.02,开放申购,开放赎回,,,,1,,,
1386,2019-12-09,1.0260,1.1360,0.05,开放申购,开放赎回,,,,1,,,
1387,2019-12-06,1.0255,1.1355,0.00,开放申购,开放赎回,,,,1,,,
1388,2019-12-05,1.0255,1.1355,0.03,开放申购,开放赎回,,,,1,,,
1389,2019-12-04,1.0252,1.1352,0.03,开放申购,开放赎回,,,,1,,,
1390,2019-12-03,1.0249,1.1349,0.01,开放申购,开放赎回,,,,1,,,
1391,2019-12-02,1.0248,1.1348,0.05,开放申购,开放赎回,,,,1,,,
1392,2019-11-29,1.0243,1.1343,0.00,开放申购,开放赎回,,,,1,,,
1393,2019-11-28,1.0243,1.1343,0.02,开放申购,开放赎回,,,,1,,,
1394,2019-11-27,1.0241,1.1341,0.01,开放申购,开放赎回,,,,1,,,
1395,2019-11-26,1.0240,1.1340,0.01,开放申购,开放赎回,,,,1,,,
1396,2019-11-25,1.0239,1.1339,0.05,开放申购,开放赎回,,,,1,,,
1397,2019-11-22,1.0234,1.1334,0.04,开放申购,开放赎回,,,,1,,,
1398,2019-11-21,1.0230,1.1330,0.06,开放申购,开放赎回,,,,1,,,
1399,2019-11-20,1.0224,1.1324,0.06,开放申购,开放赎回,,,,1,,,
1400,2019-11-19,1.0218,1.1318,0.06,开放申购,开放赎回,,,,1,,,
1401,2019-11-18,1.0212,1.1312,0.07,开放申购,开放赎回,,,,1,,,
1402,2019-11-15,1.0205,1.1305,0.04,开放申购,开放赎回,,,,1,,,
1403,2019-11-14,1.0201,1.1301,0.04,开放申购,开放赎回,,,,1,,,
1404,2019-11-13,1.0197,1.1297,0.03,开放申购,开放赎回,,,,1,,,
1405,2019-11-12,1.0194,1.1294,0.03,开放申购,开放赎回,,,,1,,,
1406,2019-11-11,1.0191,1.1291,0.03,开放申购,开放赎回,,,,1,,,
1407,2019-11-08,1.0188,1.1288,0.02,开放申购,开放赎回,,,,1,,,
1408,2019-11-07,1.0186,1.1286,0.05,开放申购,开放赎回,,,,1,,,
1409,2019-11-06,1.0181,1.1281,0.04,开放申购,开放赎回,,,,1,,,
1410,2019-11-05,1.0177,1.1277,0.03,开放申购,开放赎回,,,,1,,,
1411,2019-11-04,1.0174,1.1274,0.00,开放申购,开放赎回,,,,1,,,
1412,2019-11-01,1.0174,1.1274,0.05,开放申购,开放赎回,,,,1,,,
1413,2019-10-31,1.0169,1.1269,-0.08,开放申购,开放赎回,,,,1,,,
1414,2019-10-30,1.0177,1.1277,-0.10,开放申购,开放赎回,,,,1,,,
1415,2019-10-29,1.0187,1.1287,-0.06,开放申购,开放赎回,,,,1,,,
1416,2019-10-28,1.0193,1.1293,-0.01,开放申购,开放赎回,,,,1,,,
1417,2019-10-25,1.0194,1.1294,0.00,开放申购,开放赎回,,,,1,,,
1418,2019-10-24,1.0194,1.1294,0.00,开放申购,开放赎回,,,,1,,,
1419,2019-10-23,1.0194,1.1294,-0.02,开放申购,开放赎回,,,,1,,,
1420,2019-10-22,1.0196,1.1296,0.00,开放申购,开放赎回,,,,1,,,
1421,2019-10-21,1.0196,1.1296,0.01,开放申购,开放赎回,,,,1,,,
1422,2019-10-18,1.0195,1.1295,-0.01,开放申购,开放赎回,,,,1,,,
1423,2019-10-17,1.0196,1.1296,0.01,开放申购,开放赎回,,,,1,,,
1424,2019-10-16,1.0195,1.1295,0.00,开放申购,开放赎回,,,,1,,,
1425,2019-10-15,1.0195,1.1295,-0.01,开放申购,开放赎回,,,,1,,,
1426,2019-10-14,1.0196,1.1296,0.02,开放申购,开放赎回,,,,1,,,
1427,2019-10-11,1.0194,1.1294,0.01,开放申购,开放赎回,,,,1,,,
1428,2019-10-10,1.0193,1.1293,0.02,开放申购,开放赎回,,,,1,,,
1429,2019-10-09,1.0191,1.1291,0.03,开放申购,开放赎回,,,,1,,,
1430,2019-10-08,1.0188,1.1288,0.05,开放申购,开放赎回,,,,1,,,
1431,2019-09-30,1.0183,1.1283,0.05,开放申购,开放赎回,,,,1,,,
1432,2019-09-27,1.0178,1.1278,0.03,开放申购,开放赎回,,,,1,,,
1433,2019-09-26,1.0175,1.1275,-0.01,开放申购,开放赎回,,,,1,,,
1434,2019-09-25,1.0176,1.1276,0.01,开放申购,开放赎回,,,,1,,,
1435,2019-09-24,1.0175,1.1275,-0.03,开放申购,开放赎回,0.024,0,,1,,,每份派现金0.0240元
1436,2019-09-23,1.0418,1.1278,0.02,限制大额申购,开放赎回,,,,1,,,
1437,2019-09-20,1.0416,1.1276,-0.03,限制大额申购,开放赎回,,,,1,,,
1438,2019-09-19,1.0419,1.1279,-0.01,限制大额申购,开放赎回,,,,1,,,
1439,2019-09-18,1.0420,1.1280,0.02,限制大额申购,开放赎回,,,,1,,,
1440,2019-09-17,1.0418,1.1278,-0.01,开放申购,开放赎回,,,,1,,,
1441,2019-09-16,1.0419,1.1279,0.04,开放申购,开放赎回,,,,1,,,
1442,2019-09-12,1.0415,1.1275,-0.01,开放申购,开放赎回,,,,1,,,
1443,2019-09-11,1.0416,1.1276,0.02,开放申购,开放赎回,,,,1,,,
1444,2019-09-10,1.0414,1.1274,0.02,开放申购,开放赎回,,,,1,,,
1445,2019-09-09,1.0412,1.1272,0.04,开放申购,开放赎回,,,,1,,,
1446,2019-09-06,1.0408,1.1268,0.04,开放申购,开放赎回,,,,1,,,
1447,2019-09-05,1.0404,1.1264,0.08,开放申购,开放赎回,,,,1,,,
1448,2019-09-04,1.0396,1.1256,-0.02,开放申购,开放赎回,,,,1,,,
1449,2019-09-03,1.0398,1.1258,-0.02,开放申购,开放赎回,,,,1,,,
1450,2019-09-02,1.0400,1.1260,0.02,开放申购,开放赎回,,,,1,,,
1451,2019-08-30,1.0398,1.1258,0.00,开放申购,开放赎回,,,,1,,,
1452,2019-08-29,1.0398,1.1258,-0.01,开放申购,开放赎回,,,,1,,,
1453,2019-08-28,1.0399,1.1259,0.00,开放申购,开放赎回,,,,1,,,
1454,2019-08-27,1.0399,1.1259,-0.02,开放申购,开放赎回,,,,1,,,
1455,2019-08-26,1.0401,1.1261,0.04,开放申购,开放赎回,,,,1,,,
1456,2019-08-23,1.0397,1.1257,-0.02,开放申购,开放赎回,,,,1,,,
1457,2019-08-22,1.0399,1.1259,-0.02,开放申购,开放赎回,,,,1,,,
1458,2019-08-21,1.0401,1.1261,0.00,开放申购,开放赎回,,,,1,,,
1459,2019-08-20,1.0401,1.1261,0.01,开放申购,开放赎回,,,,1,,,
1460,2019-08-19,1.0400,1.1260,0.01,开放申购,开放赎回,,,,1,,,
1461,2019-08-16,1.0399,1.1259,-0.03,开放申购,开放赎回,,,,1,,,
1462,2019-08-15,1.0402,1.1262,0.09,开放申购,开放赎回,,,,1,,,
1463,2019-08-14,1.0393,1.1253,0.04,开放申购,开放赎回,,,,1,,,
1464,2019-08-13,1.0389,1.1249,0.06,开放申购,开放赎回,,,,1,,,
1465,2019-08-12,1.0383,1.1243,0.02,开放申购,开放赎回,,,,1,,,
1466,2019-08-09,1.0381,1.1241,0.06,开放申购,开放赎回,,,,1,,,
1467,2019-08-08,1.0375,1.1235,0.07,开放申购,开放赎回,,,,1,,,
1468,2019-08-07,1.0368,1.1228,0.04,开放申购,开放赎回,,,,1,,,
1469,2019-08-06,1.0364,1.1224,0.06,开放申购,开放赎回,,,,1,,,
1470,2019-08-05,1.0358,1.1218,0.11,开放申购,开放赎回,,,,1,,,
1471,2019-08-02,1.0347,1.1207,0.11,开放申购,开放赎回,,,,1,,,
1472,2019-08-01,1.0336,1.1196,0.06,开放申购,开放赎回,,,,1,,,
1473,2019-07-31,1.0330,1.1190,0.05,开放申购,开放赎回,,,,1,,,
1474,2019-07-30,1.0325,1.1185,0.02,开放申购,开放赎回,,,,1,,,
1475,2019-07-29,1.0323,1.1183,0.02,开放申购,开放赎回,,,,1,,,
1476,2019-07-26,1.0321,1.1181,0.03,开放申购,开放赎回,,,,1,,,
1477,2019-07-25,1.0318,1.1178,0.01,开放申购,开放赎回,,,,1,,,
1478,2019-07-24,1.0317,1.1177,0.02,开放申购,开放赎回,,,,1,,,
1479,2019-07-23,1.0315,1.1175,0.05,开放申购,开放赎回,,,,1,,,
1480,2019-07-22,1.0310,1.1170,0.06,开放申购,开放赎回,,,,1,,,
1481,2019-07-19,1.0304,1.1164,0.02,开放申购,开放赎回,,,,1,,,
1482,2019-07-18,1.0302,1.1162,0.01,开放申购,开放赎回,,,,1,,,
1483,2019-07-17,1.0301,1.1161,-0.01,开放申购,开放赎回,,,,1,,,
1484,2019-07-16,1.0302,1.1162,-0.01,开放申购,开放赎回,,,,1,,,
1485,2019-07-15,1.0303,1.1163,0.06,开放申购,开放赎回,,,,1,,,
1486,2019-07-12,1.0297,1.1157,0.01,开放申购,开放赎回,,,,1,,,
1487,2019-07-11,1.0296,1.1156,0.03,开放申购,开放赎回,,,,1,,,
1488,2019-07-10,1.0293,1.1153,-0.01,开放申购,开放赎回,,,,1,,,
1489,2019-07-09,1.0294,1.1154,0.00,开放申购,开放赎回,,,,1,,,
1490,2019-07-08,1.0294,1.1154,0.03,开放申购,开放赎回,,,,1,,,
1491,2019-07-05,1.0291,1.1151,0.02,开放申购,开放赎回,,,,1,,,
1492,2019-07-04,1.0289,1.1149,0.09,开放申购,开放赎回,,,,1,,,
1493,2019-07-03,1.0280,1.1140,0.14,开放申购,开放赎回,,,,1,,,
1494,2019-07-02,1.0266,1.1126,0.05,开放申购,开放赎回,,,,1,,,
1495,2019-07-01,1.0261,1.1121,0.08,开放申购,开放赎回,,,,1,,,
1496,2019-06-30,1.0254,1.1114,,开放申购,开放赎回,,,,0,,,
1497,2019-06-28,1.0253,1.1113,0.03,开放申购,开放赎回,,,,1,,,
1498,2019-06-27,1.0250,1.1110,0.05,开放申购,开放赎回,,,,1,,,
1499,2019-06-26,1.0245,1.1105,0.04,开放申购,开放赎回,,,,1,,,
1500,2019-06-25,1.0241,1.1101,0.05,开放申购,开放赎回,0.01,0,,1,,,每份派现金0.0100元
1501,2019-06-24,1.0336,1.1096,0.09,限制大额申购,开放赎回,,,,1,,,
1502,2019-06-21,1.0327,1.1087,0.08,限制大额申购,开放赎回,,,,1,,,
1503,2019-06-20,1.0319,1.1079,0.07,限制大额申购,开放赎回,,,,1,,,
1504,2019-06-19,1.0312,1.1072,0.08,限制大额申购,开放赎回,,,,1,,,
1505,2019-06-18,1.0304,1.1064,0.04,开放申购,开放赎回,,,,1,,,
1506,2019-06-17,1.0300,1.1060,0.09,开放申购,开放赎回,,,,1,,,
1507,2019-06-14,1.0291,1.1051,-0.05,开放申购,开放赎回,,,,1,,,
1508,2019-06-13,1.0296,1.1056,-0.06,开放申购,开放赎回,,,,1,,,
1509,2019-06-12,1.0302,1.1062,-0.05,开放申购,开放赎回,,,,1,,,
1510,2019-06-11,1.0307,1.1067,-0.01,开放申购,开放赎回,,,,1,,,
1511,2019-06-10,1.0308,1.1068,0.05,开放申购,开放赎回,,,,1,,,
1512,2019-06-06,1.0303,1.1063,0.02,开放申购,开放赎回,,,,1,,,
1513,2019-06-05,1.0301,1.1061,0.02,开放申购,开放赎回,,,,1,,,
1514,2019-06-04,1.0299,1.1059,0.03,开放申购,开放赎回,,,,1,,,
1515,2019-06-03,1.0296,1.1056,0.05,开放申购,开放赎回,,,,1,,,
